19,王英,副主任医师,海军军医大学第一附属医院,皮肤科,上海,100,286.0,6.0,各类皮肤性病的诊断及治疗，包括痤疮、湿疹、慢性荨麻疹、银屑病，尤其深浅部真菌病，难治性面部皮炎。,王英，女，海军军医大学附属长海医院皮肤科副主任，副主任医师、副教授，硕士生导师。博士毕业于第二军医大学。参加临床工作20余年，积累了较为丰富的皮肤科临床经验，特别致力于深、浅部真菌感染的临床诊疗和研究工作，并开设真菌病专病门诊。对痤疮、湿疹、皮肤感染性疾病、面部皮炎及银屑病的诊疗也有较为宽泛的切入。第一完成人完成国家自然科学基金1项，主编专著1本参编5本，为《中国真菌学杂志编委》,1575.0,0.0,216.0,146.0,2023-04-07 11:41:07,100.0,100.0,94.0
20,黄楚楚,主治医师,上海市第六人民医院,皮肤科,上海,,13.0,0.0,痤疮，玫瑰痤疮，面部色素性疾病，皮肤衰老,科室常见病,180.0,0.0,13.0,0.0,2025-04-09 16:38:29,,,
21,覃慧,主治医师,上海市皮肤病医院,皮肤科,上海,99,798.0,10.0,痤疮，过敏性皮炎，湿疹，脱发，白癜风，银屑病，荨麻疹，带状疱疹，斑秃，瘙痒症，疣,上海交通大学硕士毕业，美国Louisville大学访问学者，上海市皮肤病医院在职主治医师，从事皮肤病专业近10年。主要研究银屑病即牛皮癣的发病机制，指导患者正确用药，科学护理，正确认识牛皮癣。同时擅长一般性皮肤病如皮炎、湿疹，及自身免疫性疾病等的诊治。,4332.0,0.0,707.0,648.0,2024-11-01 18:05:33,98.0,98.0,98.0
22,康俞莉,主治医师,复旦大学附属华山医院,皮肤科,上海,98,143.0,4.0,痤疮、痘坑痘印、色斑（黄褐斑、雀斑）、红血丝、白癜风、荨麻疹、银屑病、带状疱疹、过敏性皮炎、荨麻疹、湿疹，真菌等皮肤疾病。,,,,,,,,,
激光治疗（色斑、痘印、皱纹、松弛）、肉毒素注射以及各类医疗美容相关疾病的诊治，热玛吉、保妥适、超声炮、黄金微针、M22强脉冲光等官方认证医师。,复旦大学附属华山医院 医学博士MD PhD,,,,,,,,,,,,,,,,,
亚洲色素病学会（ASPCR）成员。,,,,,,,,,,,,,,,,,,
中国非公立医疗机构协会皮肤年轻化分委委员。,,,,,,,,,,,,,,,,,,
主持1项国自然青年基金，1项院科研启动项目，参与4项国家自然科学基金项目。,,,,,,,,,,,,,,,,,,
第一作者身份发表SCI及核心论文10余篇。,,,,,,,,,,,,,,,,,,
参加华山医院优秀青年医生培养计划。,,,,,,,,,,,,,,,,,,
曾获上海市优秀毕业生，国家奖学金，华山十佳优秀学生等。,1026,0,142,125,2023-11-18 11:41:07,60,60.0,60.0,,,,,,,,,,
23,张立,主治医师,复旦大学附属华山医院,皮肤科,上海,100,28.0,0.0,白癜风、黄褐斑等色素相关疾病、痤疮(青春痘)、玫瑰痤疮、脂溢性皮炎、过敏性疾病(湿疹、荨麻疹）等的诊治,临床医学博士，毕业于复旦大学上海医学院，师从我国著名皮肤科专家项蕾红教授，发表SCI学术论文十余篇，入选上海市青年英才扬帆计划，主持国家自然科学基金项目一项,384.0,0.0,28.0,19.0,2024-12-27 12:52:29,0.0,0.0,0.0
24,胡东艳,副主任医师,复旦大学附属中山医院,皮肤科,上海,98,118.0,2.0,皮肤病、过敏性疾病、性病的诊断与治疗。自身免疫性疾病（包括皮肌炎），皮肤血管炎，慢性荨麻疹的治疗。面部皮炎、玫瑰痤疮的护理及治疗。,"胡东艳，女，副主任医师。医学硕士。毕业于原上海医科大学医学系，留附属中山医院皮肤科工作至今。曾到中国医学科学院协和医院皮肤病研究所学习皮肤病理，并在科内开展皮肤病理的诊断工作。2007在美国加州大学Sacramento医学中心皮肤科进修学习。上海医学会风湿病学会委员。上海主持和参与市卫生局课题及国家级课题多项，对尖锐湿疣的复发机制及治疗有一定的研究。共发表论文30余篇，参编书籍7部。长期从事皮肤科的医疗、教学和科研工作，擅长结合皮肤组织病理对皮肤肿瘤及各种疑难杂症进行诊断和治疗。擅长采用中西医结合的方法治疗多种皮肤病、性病，如皮肤血管炎，各种湿疹、皮炎、慢性荨麻疹、银屑病等过敏性疾病等；给合果酸、光子及激光等手段治疗各型痤疮、酒渣鼻，能够让痤疮炎症及痘印快速消退,并减少痤疮的复发；对面部过敏、敏感肌肤的医学护理和治疗、以及美容激光治疗有丰富经验。",580.0,0.0,108.0,40.0,2023-11-08 12:08:56,50.0,50.0,50.0
25,李璐璐,主治医师,上海市皮肤病医院,皮肤科,上海,100,162.0,1.0,常见皮肤病，湿疹，皮炎，银屑病，白癜风，痤疮,上海市皮肤病医院，硕士研究生,1950.0,0.0,178.0,142.0,2023-07-30 09:45:04,100.0,100.0,100.0
26,戴尔红,副主任医师,上海市皮肤病医院,皮肤科,上海,100,64.0,0.0,银屑病、荨麻疹及湿疹（特应性皮炎）等过敏性疾病的诊断和治疗,戴尔红，女，副主任医师，副教授。,,,,,,,,
1993年毕业于上海交通大学医学院（原上海第二医科大学），临床医疗系，长期从事皮肤科一线工作。,,,,,,,,,,,,,,,,,,
1995年起主攻银屑病诊治工作，开创了医院银屑病专病门诊，每年诊治银屑病近万人次，有丰富的临床经验，对重症、顽固难治型银屑病有独到的见解。,,,,,,,,,,,,,,,,,,
发表论文、论著多篇，并获得若干银屑病相关课题。,675,0,46,38,2024-07-18 10:18:43,100,100.0,100.0,,,,,,,,,,
27,倪成,主治医师,上海交通大学医学院附属新华医院,皮肤科,上海,100,568.0,1.0,擅长湿疹、荨麻疹等过敏性疾病，痤疮、脂溢性皮炎、脂溢性脱发等毛囊性疾病，儿童银屑病和副银屑病等红斑鳞屑性疾病，多年从事遗传性皮肤病的基因诊断与咨询。,毕业于上海交通大学医学院皮肤病与性病学专业，医学博士，就职于上海交通大学医学院附属新华医院皮肤科，主治医师。,,,,,,,,
曾获中华医学会皮肤性病学分会优秀研究生奖，作为参与人获得2020年华夏科技奖一等奖。,2805,0,559,187,2021-11-14 10:43:51,100,100.0,97.0,,,,,,,,,,
28,周晓博,主治医师,上海交通大学医学院附属第九人民医院,皮肤科,上海,100,609.0,16.0,皮炎，湿疹，痣，疣，脂溢性角化，疤痕，皮肤肿瘤，痤疮，痘坑，皮肤美容，色斑等,医学博士，毕业于上海交通大学医学院临床八年制法文班。法国巴黎Saint-Louis医院访问学者，擅长痣，色斑，疣，疤痕，皮肤肿物等的皮肤美容外科治疗，及痤疮，皮炎，湿疹等常见皮肤病的诊治。已发表国际论文SCI论文12篇，累计影响因子32+，核心期刊3篇，主持院级课题2项，参与国家青年课题基金3项，局级课题1项，并在人民日报，科普中国等媒体发表相关领域科普文章百余篇。,3605.0,0.0,510.0,505.0,2024-08-11 15:01:31,100.0,100.0,100.0
29,徐明圆,主治医师,上海市皮肤病医院,皮肤科,上海,99,320.0,0.0,皮肤病理诊断和常见皮肤病痤疮、毛囊炎、带状疱疹、荨麻疹、湿疹等过敏性皮肤病及色素性疾病的诊疗，尤以白癜风、黑素瘤、色素痣等黑色素相关性疾病诊治见长。,徐明圆，上海市皮肤病医院主治医师，擅长白癜风、黄褐斑、色素痣等色素性疾病诊疗及痤疮、毛囊炎、荨麻疹、湿疹、带状疱疹等常见皮肤病的诊治。,1595.0,0.0,309.0,250.0,2024-08-06 15:38:47,93.0,93.0,87.0
30,朱奕锜,主治医师,复旦大学附属华山医院,皮肤科,上海,100,173.0,2.0,荨麻疹、皮炎湿疹、痤疮、银屑病、白癜风、脱发、皮肤真菌病等常见皮肤病的诊断和治疗。,复旦大学附属华山医院皮肤科博士，从事临床工作多年，具有丰富的临床经验，目前主持国家自然科学基金一项，发表国内外论文多篇，并多次参与国内学术会议发言。擅长荨麻疹、皮炎湿疹、痤疮、银屑病、白癜风、脱发、皮肤真菌病等常见皮肤病的诊断和治疗。,875.0,0.0,161.0,158.0,2023-08-02 09:55:08,100.0,100.0,100.0
31,张超英,副主任医师,复旦大学附属华山医院,皮肤科,上海,100,48.0,0.0,治疗湿疹、遗传过敏性皮炎、荨麻疹等过敏性疾病，白癜风、黄褐斑等色素异常性疾病，痤疮等医学美容性疾病以及毛发、甲等皮肤真菌感染性疾病,张超英，女，主任医师，副教授，1983年毕业于上海第一医学院(现复旦大学医学院)医学专业本科。1983年至今在上海医科大学附属华山医院皮肤科工作，历任住院医师、主治医师，1995年晋升为副教授。为中华医学会、中华医学会中西医结合学会会员。 从事临床工作三十余年。专业理论知识扎实，临床工作经验丰富。擅长治疗湿疹、遗传过敏性皮炎、荨麻疹等过敏性疾病，毛发、皮肤、甲等皮肤真菌感染性疾病，痤疮等细菌感染性疾病，以及各种常见皮肤疾病。 承担本科生、研究生及各级别教学任务 在国内本学科领域核心期刊上以第一作者发表论文多篇，参与编写多本专业教科书和参考书。多次参加本学科全国学术会议。 工作中一贯兢兢业业，遵纪守法，具备良好的思想政治素质和职业道德。踏踏实实做好每一天工作，认认真真对待每一位患者，全心全意为患者解除病痛。擅长治疗湿疹、遗传过敏性皮炎、荨麻疹等过敏性疾病，白癜风、黄褐斑等色素异常性疾病，痤疮等医学美容性疾病以及毛发甲等皮肤真菌感染性疾病。,105.0,0.0,11.0,39.0,2024-11-12 13:26:48,100.0,100.0,0.0
32,吴文育,主任医师,复旦大学附属华山医院,皮肤科,上海,99,352.0,3.0,毛发移植；色素痣、皮肤良恶性肿瘤的手术治疗及整形修复；腋臭；肉毒素注射除皱、瘦脸；斑秃、脂溢性脱发等毛发疾病，痤疮、白癜风等美容性皮肤病，以及湿疹、银屑病等各种皮肤疾病。,担任中国整形美容协会全国理事、中华医学会医学美学与美容学分会全国委员、中国非公立医疗机构协会皮肤科专业委员会副主任委员、中国非公立医疗机构协会整形与美容专业委员会和皮肤科专业委员会毛发分委会主任委员、中国整形美容协会医美与艺术分会副会长、中国整形美容协会毛发医学分会副会长、中国医师协会皮肤科医师分会皮肤外科亚专业委员会副主任委员.,3630.0,0.0,351.0,326.0,2020-02-05 10:28:28,100.0,100.0,94.0
33,张希琳,副主任医师,上海市皮肤病医院,皮肤科,上海,100,153.0,5.0,银屑病、湿疹、瘙痒症、荨麻疹、痤疮、白癜风、带状疱疹、脂溢性皮炎、特应性皮炎、脱发、病毒疣、老年斑、单纯疱疹、生殖器疱疹、毛囊炎、丹毒、癣、疥疮、虫咬皮炎、汗疱疹、神经性皮炎、玫瑰糠疹、红皮病、扁平苔癣、红斑狼疮、皮肌炎、硬皮病、天疱疮、大疱性类天疱疮、过敏性紫癜、酒渣鼻、斑秃、黄褐斑,张希琳，副主任医师，第二军医大学医学博士。美国Henry Ford Health System皮肤免疫项目交流访问学者。专注炎症性皮肤疾病的临床与机制研究，主持2项国家自然科学基金项目，主要参与3项国家自然科学基金项目。以第一作者或通讯作者在《Allergy》、《Journal of the American Academy of Dermatology》、《JCI Insight》等国际权威杂志发表SCI收录论文10余篇。获中国医疗保健国际交流促进会华夏医学科技奖三等奖、中华医学会第四届皮肤科实验研究学术会议最佳壁报奖、上海市医学会皮肤病学专科分会研究生论文比赛博士组一等奖以及美国免疫学会Travel Award。,978.0,0.0,145.0,114.0,2024-02-29 13:56:06,100.0,100.0,100.0
34,王倩倩,主治医师,复旦大学附属华山医院,皮肤科,上海,99,1720.0,12.0,痤疮，白癜风，特异性皮炎，湿疹，荨麻疹，药物性皮炎，寻常疣，丝状疣，脚气（足癣），灰指甲（甲癣），黄褐斑，银屑病，带状疱疹等皮肤病的诊治。开展了痤疮专病和白癜风专病门诊，治疗经验丰富。,王倩倩，医学博士，MD.PHD，复旦大学附属华山医院皮肤科主治医师；2018年—2019年日本大阪市立大学大学院医学研究科色素异常症治疗开发共同研究部门特任研究员；主要研究方向：色素性皮肤病（白癜风，黄褐斑），痤疮，玫瑰痤疮，皮肤衰老，敏感皮肤的发病机制及科研成果转化研究。目前主持国自然青年项目1项，中华医学会项目1项，复旦大学校级课题1项，华山医院院级课题1项。已发表专业相关论文20余篇。获得以下荣誉：上海市优秀博士论文、华山医院优秀人才培养奖励计划（华秀奖）、华山医院优秀党员。多次受邀在全国皮肤科年会，亚洲色素大会，世界皮肤科大会，欧洲色素大会，欧洲皮肤大会，日本皮肤研究大会，日本第五届白癜风大会，JID高峰论坛等大会交流讨论。主要兼职：《中国皮肤性病学杂志》青年编委、 《中国美容杂志》青年编委、欧洲色素委员会会员、亚洲色素委员会会员。,12680.0,0.0,1567.0,1636.0,2021-07-29 15:20:34,98.0,98.0,96.0
35,刘晓,主治医师,复旦大学附属华山医院,皮肤科,上海,100,584.0,7.0,皮炎湿疹、荨麻疹、脱发、皮肤感染性疾病等各种皮肤科常见疾病。,复旦大学医学博士，复旦大学附属华山医院医师，常年从事皮肤科临床工作。,3504.0,0.0,577.0,518.0,2024-08-08 09:39:42,100.0,100.0,100.0
36,万朋杰,副主任医师,上海交通大学医学院附属上海儿童医学中心,皮肤科,上海,100,50.0,0.0,一切为了孩子，欢迎您选择我做您的儿童医生，愿我的专业给您宝贝贴心的呵护祝宝贝皮肤越来越好,"擅长各类儿童皮肤疾病如青少年痤疮（青春痘）, 特应性皮炎，反复顽固性湿疹，急性慢性荨麻疹，虫咬皮炎，脂溢性皮炎，白色糠疹（虫斑），白斑病，白癜风，紫癜，血管瘤，鲜红斑痣，胎记，儿童脱发，手足癣，各类疣，色素痣等的诊治，尤其擅长激光治疗红胎记（鲜红斑痣、血管瘤）、咖啡斑、太田痣，青春痘痘疤痘印。",354.0,0.0,33.0,32.0,2023-03-21 09:01:36,100.0,100.0,80.0
37,张悦昕,主治医师,上海市皮肤病医院,皮肤科,上海,100,1431.0,46.0,擅长常见皮肤病，如皮炎，湿疹，荨麻疹，痤疮，毛囊炎，疣，手足癣，甲癣的诊治，尤其擅长自身免疫性大疱病（天疱疮，类天疱疮），自身炎症性疾病（银屑病，特应性皮炎）的诊治。,医学博士，毕业于北京大学，现为上海市皮肤病医院主治医师，同济大学医学院银屑病研究所成员。目前已发表SCI论文8篇，中文核心5篇，参与了多项临床研究及科研课题。,12890.0,0.0,1266.0,1324.0,2023-07-24 12:47:36,98.0,100.0,100.0
38,赵伟,主治医师,上海市皮肤病医院,皮肤科,上海,100,90.0,0.0,主要从事皮肤炎症性疾病与性病，擅长银屑病、梅毒、尖锐湿疣、淋病、支原体感染、面部皮炎、脂溢性皮炎、痤疮、皮炎、湿疹等疾病的诊断和治疗。尤其在银屑病早期诊断、评估、预后以及痤疮，神经梅毒诊治方面有较多的经验,同济大学医学硕士、在读博士，在皮肤病与性病学方面有丰富的专业知识及扎实的专业技能、核心期刊发表论文，SCI数篇，卫健委课题一项,920.0,0.0,86.0,80.0,2023-05-10 14:01:19,100.0,100.0,0.0
39,余霞,副主任医师,上海交通大学医学院附属新华医院,皮肤科,上海,100,9.0,0.0,过敏性皮炎、痤疮、玫瑰痤疮、咖啡斑、血管瘤、，海姆泊芬光动力治疗鲜红斑痣（红胎记），各种色斑的皮肤激光美容，黄瘤病，湿疹以及儿童及成人常见皮肤疾病,"余霞，女，主治医师，新华医院皮肤科激光医学与美容中心副主任,擅长痤疮及玫瑰痤疮的综合治疗，海姆泊芬光动力治疗鲜红斑痣（红胎记)，血管瘤及色素性疾病的激光美容治疗，注射美容，黄瘤病等。",224.0,0.0,11.0,4.0,2024-12-30 11:31:49,0.0,0.0,0.0
