43,5,u***g,非常好 准确就诊 耐心回复 有理有据回复全面,图文咨询,2023-11-30,非常满意,满意,满意,5.0
44,5,周***州,刘大夫非常厉害,图文咨询,2023-11-26,非常满意,非常满意,一般,5.0
45,5,j***n,用药建议精准，涂了几次已经好了。,图文咨询,2023-09-15,非常满意,非常满意,一般,5.0
46,5,S***1,刘医生回复简洁易懂，非常清晰地说明了问题，还提供很多注意事项。忙碌中回复也比较及时，感谢刘医生！,图文咨询,2023-08-29,非常满意,非常满意,非常满意,5.0
47,5,G***车,特别特别好的医生！认真仔细，专业负责！,电话咨询,2023-08-18,非常满意,非常满意,非常满意,5.0
48,5,j***b,回复每次内容都非常多，很专业也很有耐心，白天医生应该是工作，会晚点回复，休息时间都是第一时间回复。,图文咨询,2023-08-12,非常满意,非常满意,满意,5.0
49,5,u***t,半夜问的刘大夫，很细心的耐心的回复我。症状也减轻了不少，14天后又来复诊了,图文咨询,2023-08-10,非常满意,非常满意,满意,5.0
50,5,陈***懒,刘医生特别耐心，细致，患者的问题会一一细致解答，感谢,电话咨询,2023-08-06,非常满意,非常满意,非常满意,5.0
51,5,加***T,非常好,图文咨询,2023-07-30,非常满意,非常满意,满意,5.0
52,5,y***3,刘孟国医生作为一名著名三甲医院的皮肤科医生，除了医术精湛，回复准确，还具备一名医生实事求是的精神，让患者和家人倍感信任。经刘医生三次诊治后，患者病情有较大改善，以后若还有问题，会继续寻求刘医生帮助。谢谢刘医生，辛苦了！,图文咨询,2023-07-25,非常满意,非常满意,满意,5.0
53,5,L***3,非常专业的医生！,图文咨询,2023-07-17,非常满意,非常满意,非常满意,5.0
54,5,j***o,比较晚点时间问的医生，但刘孟国医生回复很及时，也非常有耐心的解答了我的疑问，已经遵医嘱用药，感谢～,图文咨询,2023-07-15,非常满意,非常满意,一般,5.0
55,5,y***3,对刘医生高质量的回复非常满意，有问必答，简洁明了，尤其是刘医生在休息天为病人诊治，使病人不用上医院就可以得一流的治疗，也请刘医生多多保重。,图文咨询,2023-07-15,非常满意,满意,一般,5.0
56,5,y***3,刘医生太敬业了，连续回答病人家属的各种疑点，让我紧张的心能放下来了，知道接下去怎么处理这种比较复杂的疾病了。太感动了，再次谢谢，。如以后还有问题肯定再来麻烦你，天气闷热，观刘医生身体健康！,图文咨询,2023-07-09,非常满意,非常满意,一般,5.0
57,5,才***缘,非常好的医生，专业，有问必答,图文咨询,2023-06-22,非常满意,非常满意,一般,5.0
58,5,j***0,态度非常非常好专业，有问必答，细致入微。,图文咨询,2023-06-21,非常满意,非常满意,一般,5.0
59,5,才***缘,特别专业的医生，非常有耐心，有问必答,图文咨询,2023-06-01,非常满意,非常满意,满意,5.0
60,5,j***v,非常好，开的药很管用,图文咨询,2023-05-25,非常满意,非常满意,一般,5.0
61,5,L***3,医生非常专业，在线时间也很给力。回答的很详细！非常好！,图文咨询,2023-05-19,非常满意,非常满意,非常满意,5.0
62,5,小***水,很专业，也很耐心，非常感谢。,图文咨询,2023-05-18,非常满意,满意,满意,5.0
63,5,j***6,专业，正确,图文咨询,2023-05-08,非常满意,非常满意,满意,5.0
64,5,u***s,很耐心，看到报告立马能发现问题给出方案，很专业,图文咨询,2023-05-07,非常满意,非常满意,一般,5.0
65,5,u***3,改善了，谢谢刘医生,图文咨询,2023-05-04,非常满意,非常满意,满意,5.0
66,6,j***t,您如同花朵般美丽，感谢您给我的专业意见，这束花代表我深深的感激。,图文咨询,2025-06-11,非常满意,非常满意,满意,5.0
67,6,里***i,您的关爱如同果实般甜美，这份果篮代表了我的感激，愿这份果篮带给您一份甜美的心情。,图文咨询,2025-05-28,非常满意,满意,非常满意,5.0
68,6,j***w,,图文咨询,2025-06-20,非常满意,非常满意,满意,5.0
69,6,j***t,,图文咨询,2025-06-11,非常满意,非常满意,满意,5.0
70,6,沙***2,,图文咨询,2025-05-09,非常满意,非常满意,非常满意,5.0
71,6,j***i,,图文咨询,2025-04-04,非常满意,非常满意,一般,5.0
72,6,o***a,,图文咨询,2025-03-26,非常满意,非常满意,一般,5.0
73,6,j***j,,图文咨询,2025-03-15,非常满意,非常满意,满意,5.0
74,7,c***1,非常好,图文咨询,2025-07-27,非常满意,非常满意,非常满意,5.0
75,7,j***5,您不仅医术精湛，也在问诊过程中让我们感到亲切温暖，我发自肺腑地向您表示衷心的谢意，祝您工作顺利！,图文咨询,2025-01-13,非常满意,非常满意,满意,5.0
76,7,5***w,医生很有耐心，也会为病人排解紧张情绪，有问必答，很棒的医生，谢谢医生,图文咨询,2024-10-14,非常满意,非常满意,满意,5.0
77,7,1***l,服务态度好比较耐心,电话咨询,2024-10-09,非常满意,非常满意,满意,5.0
78,7,j***d,很好,图文咨询,2024-07-14,非常满意,非常满意,非常满意,5.0
79,7,t***0,医生很专业，有耐心。,图文咨询,2024-04-08,非常满意,非常满意,非常满意,5.0
80,7,1***g,对于患者检查后的二次接诊很方便，有的时候不再需要跑第二次医院，谢谢医生，谢谢软件开发,图文咨询,2023-12-22,非常满意,非常满意,非常满意,5.0
81,7,v***c,谢谢～～～,图文咨询,2022-04-26,非常满意,非常满意,非常满意,5.0
82,7,m***4,还没怎么问诊就很笃定我得了淋病和尖锐湿疣，我一再详细描述大夫根本就不听，只知道复制粘贴，因为这个大夫的误诊导致我又去公立大医院又花了好多钱做的检查。结果就是普通的前列腺炎和寻常疣（这里没法传图，检查结果根本就没事）。我还在京东特地找最贵的大夫，没想到就这水平。这钱花的因为这种能力的大夫花的，真是贻笑大方,图文咨询,2024-04-13,非常差,非常差,较差,1.0
83,7,j***f,,图文咨询,2021-07-18,,非常满意,满意,5.0
84,8,a***t,专业，仔细,图文咨询,2025-07-30,非常满意,非常满意,一般,5.0
85,8,h***f,超级好的黄医生！人美心善！可以再送我一次次数嘛 之前的过期了呜呜,电话咨询,2025-07-16,非常满意,非常满意,满意,5.0
86,8,j***x,黄主任很有耐心，态度很好，很专业。总是能给我满意的回复。,图文咨询,2025-07-04,非常满意,非常满意,满意,5.0
87,8,j***u,医生很好，很认真，很负责,图文咨询,2025-06-26,非常满意,非常满意,一般,5.0
88,8,j***j,您如同花朵般美丽，感谢您给我的专业意见，这束花代表我深深的感激。,图文咨询,2025-06-16,非常满意,非常满意,非常满意,5.0
89,8,p***g,反应及时，态度温和，很好,图文咨询,2025-05-24,非常满意,非常满意,非常满意,5.0
90,8,瓶***蛙,黄医生医术高明！黄医生温柔体贴！黄医生最棒啦！,图文咨询,2025-05-14,非常满意,非常满意,满意,5.0
91,8,海***D,谢谢您了,图文咨询,2025-05-08,非常满意,满意,非常满意,5.0
92,8,j***f,专业能力强,,,,,,
人美声甜,图文咨询,2025-05-03,非常满意,非常满意,一般,5,,,
93,8,黄***O,很详细的解答，医生很温柔，交流愉快,视频咨询,2025-04-24,非常满意,非常满意,满意,5.0
94,9,d***w,负责的医生，问题得到了妥善解决。,图文咨询,2020-12-22,,非常满意,非常满意,5.0
95,9,H***1,线下就诊，线上复诊，张医生回复及时，指导很具体，非常感谢！,图文咨询,2024-01-09,非常满意,非常满意,非常满意,5.0
96,9,华***福,4号从老家回来深圳之后马上买了医生推荐的药，涂了有两天左右，痒了一年多的老公终于说不痒了，人间美好！谢谢医生！,图文咨询,2023-10-07,非常满意,非常满意,一般,5.0
97,9,j***h,感谢,图文咨询,2023-07-13,非常满意,非常满意,满意,5.0
98,9,l***8,张医生非常棒  很有耐心  讲解非常到位,图文咨询,2021-11-10,非常满意,非常满意,满意,5.0
99,9,e***9,恢复速度慢，没有根据病人的情况予以提出方案，，很一般,图文咨询,2023-09-15,一般,较差,满意,3.0
100,9,j***l,回复的很慢，都没解决问题,图文咨询,2024-06-25,非常差,非常差,非常差,1.0
101,9,b***P,一点都不够专业  却大家还是不要上当了,图文咨询,2023-07-31,非常差,较差,非常差,1.0
102,9,想***-,,图文咨询,2021-09-20,,满意,满意,5.0
103,9,j***s,,图文咨询,2021-09-05,,非常满意,满意,5.0
104,9,r***e,,图文咨询,2021-06-21,,非常满意,非常满意,5.0
105,9,s***4,,图文咨询,2021-07-20,,非常满意,非常满意,5.0
106,9,j***o,,图文咨询,2021-10-12,,满意,满意,5.0
107,9,M***猫,,图文咨询,2021-08-20,,非常满意,一般,5.0
108,9,l***8,,图文咨询,2021-08-19,,非常满意,非常满意,5.0
109,9,j***r,,图文咨询,2021-07-12,,满意,一般,5.0
110,9,j***k,,图文咨询,2021-01-11,,非常满意,非常满意,5.0
111,9,u***n,,图文咨询,2021-10-03,,非常满意,一般,5.0
112,9,w***5,,图文咨询,2021-09-03,,非常满意,一般,5.0
113,9,n***F,,图文咨询,2021-06-28,,非常满意,一般,5.0
114,9,c***0,,图文咨询,2025-07-15,非常满意,非常满意,满意,5.0
115,9,-***j,,图文咨询,2025-03-26,非常满意,非常满意,非常满意,5.0
116,9,p***c,,图文咨询,2025-03-20,非常满意,非常满意,非常满意,5.0
117,9,j***h,,图文咨询,2025-02-12,非常满意,非常满意,一般,5.0
118,9,8***2,,图文咨询,2025-01-20,非常满意,非常满意,非常满意,5.0
119,9,u***t,,图文咨询,2024-11-20,非常满意,非常满意,满意,5.0
120,9,h***g,,图文咨询,2024-10-29,非常满意,非常满意,满意,5.0
121,9,n***f,,图文咨询,2024-09-28,非常满意,非常满意,一般,5.0
122,9,今***龙,,图文咨询,2024-09-10,非常满意,非常满意,满意,5.0
123,9,j***u,,图文咨询,2024-09-08,满意,非常满意,满意,5.0
124,9,男***盼,,图文咨询,2024-08-23,非常满意,非常满意,非常满意,5.0
125,9,j***e,,图文咨询,2024-07-29,非常满意,非常满意,非常满意,5.0
126,9,j***h,,图文咨询,2024-05-23,非常满意,非常满意,非常满意,5.0
127,9,一***e,,图文咨询,2024-05-14,非常满意,非常满意,一般,5.0
128,9,j***7,,图文咨询,2023-11-20,非常满意,非常满意,满意,5.0
129,9,j***c,,图文咨询,2023-11-09,非常满意,非常满意,满意,5.0
130,9,帥***億,,图文咨询,2023-10-21,非常满意,非常满意,非常满意,5.0
131,9,c***3,,图文咨询,2023-10-21,非常满意,非常满意,非常满意,5.0
132,9,j***x,,图文咨询,2023-10-17,非常满意,非常满意,满意,5.0
133,9,j***a,,图文咨询,2023-10-12,非常满意,非常满意,满意,5.0
134,9,j***x,,图文咨询,2023-10-10,非常满意,非常满意,一般,5.0
135,9,j***u,,图文咨询,2023-09-25,非常满意,非常满意,非常满意,5.0
136,9,豚***璧,,图文咨询,2023-09-23,,非常满意,非常满意,5.0
137,9,j***r,,图文咨询,2023-09-13,非常满意,非常满意,满意,5.0
138,9,j***4,,图文咨询,2023-08-30,非常满意,满意,满意,5.0
139,9,j***8,,图文咨询,2023-08-23,非常满意,非常满意,满意,5.0
140,9,幻***邪,,图文咨询,2023-08-10,非常满意,非常满意,非常满意,5.0
141,9,j***f,,图文咨询,2023-08-07,非常满意,非常满意,满意,5.0
142,9,j***f,,图文咨询,2023-08-07,非常满意,非常满意,满意,5.0
143,9,j***a,,图文咨询,2023-08-06,满意,非常满意,非常满意,5.0
144,10,g***5,您不仅医术精湛，也在问诊过程中让我们感到亲切温暖，我发自肺腑地向您表示衷心的谢意，祝您工作顺利！,图文咨询,2025-04-05,非常满意,非常满意,非常满意,5.0
145,10,文***子,对疗效非常满意。高医生经验丰富，问诊及诊断非常干脆明确。开具药方不贵但很有效果。困扰多年的皮肤病，服用高医生开的药，短短5天明显好转。很开心，谢谢高医生。,图文咨询,2025-03-08,非常满意,非常满意,满意,5.0
146,10,j***5,高医生你好你开的盐酸阿莫罗芬乳膏和联苯苄唑乳膏都是晚上睡前每天一次应该如何操作，擦完一种擦另一种时是否应该把前一种洗掉或擦样间隔时间多长,图文咨询,2024-04-05,,非常满意,一般,5.0
147,10,j***8,感谢医生百忙之中能给我详细的回复。,图文咨询,2023-11-08,非常满意,非常满意,非常满意,5.0
148,10,文***子,,图文咨询,2025-07-24,非常满意,非常满意,非常满意,5.0
149,10,j***Z,,电话咨询,2024-08-20,非常满意,非常满意,一般,5.0
150,10,3***8,,图文咨询,2024-07-12,非常满意,非常满意,非常满意,5.0
151,10,j***o,,图文咨询,2024-05-01,非常满意,满意,满意,5.0
152,10,s***b,,电话咨询,2024-04-12,非常满意,满意,满意,5.0
153,10,j***9,,电话咨询,2024-02-21,非常满意,非常满意,非常满意,5.0
154,11,j***z,医术精湛，十分敬业,图文咨询,2025-07-04,,非常满意,非常满意,5.0
155,12,J***梦,赵医生回答很细致 每个问题都耐心回答。很好,图文咨询,2024-11-05,非常满意,满意,一般,5.0
156,13,u***f,感谢您利用宝贵的休息时间为我答疑解惑，您和蔼可亲，对患者就像对待亲人一样耐心，谢谢您！祝您事事顺心！,图文咨询,2025-06-18,非常满意,非常满意,非常满意,5.0
157,13,j***r,,图文咨询,2025-06-13,非常满意,非常满意,非常满意,5.0
158,14,j***t,耐心解答，为人很热情。,图文咨询,2025-03-28,非常满意,非常满意,非常满意,5.0
159,14,6***j,,图文咨询,2025-07-13,非常满意,非常满意,一般,5.0
160,14,j***y,,图文咨询,2025-06-14,非常满意,非常满意,非常满意,5.0
161,15,狂***云,不回消息,图文咨询,2025-06-13,非常差,非常差,非常差,1.0
162,16,j***6,非常感谢，病情确实得到控制。您的关爱如同果实般甜美，这份果篮代表了我的感激，愿这份果篮带给您一份甜美,图文咨询,2025-02-01,非常满意,非常满意,一般,5.0
163,16,u***g,感谢您利用宝贵的休息时间为我答疑解惑，您和蔼可亲，对患者就像对待亲人一样耐心，谢谢您！祝您事事顺心！,图文咨询,2025-01-01,非常满意,非常满意,满意,5.0
164,16,j***z,耐心细致解答问题,图文咨询,2024-10-30,非常满意,非常满意,一般,5.0
165,16,u***z,医生态度特别好，非常有耐心，讲得很清楚。,图文咨询,2024-06-28,非常满意,非常满意,非常满意,5.0
166,16,P***机,谢谢医生,图文咨询,2024-05-25,满意,满意,非常满意,5.0
167,16,j***x,速度和质量，不值这个钱,图文咨询,2025-05-29,非常差,较差,较差,2.0
168,16,a***j,回复太慢了，48小时的单子，第二天中午发的，晚上12点回复开的药也不对症，症状一点也没有缓解，花20复诊，回复一句话，再回复又要付钱，太坑了，关键开的药没效果,图文咨询,2025-04-24,非常差,非常差,非常差,1.0
169,16,j***7,,图文咨询,2025-07-26,,非常满意,满意,5.0
170,16,胡***静,,图文咨询,2025-07-16,非常满意,非常满意,非常满意,5.0
171,16,o***9,,图文咨询,2025-06-27,非常满意,非常满意,满意,5.0
172,17,j***h,感谢您利用宝贵的休息时间为我答疑解惑，您和蔼可亲，对患者就像对待亲人一样耐心，谢谢您！祝您事事顺心！,视频咨询,2025-07-22,非常满意,非常满意,满意,5.0
173,17,A***8,谢谢解惑，很好。,视频咨询,2025-07-19,非常满意,非常满意,非常满意,5.0
174,17,u***7,感谢您利用宝贵的休息时间为我答疑解惑，您和蔼可亲，对患者就像对待亲人一样耐心，谢谢您！祝您事事顺心！,视频咨询,2025-07-08,非常满意,非常满意,满意,5.0
175,17,凯***记,经验丰富，解答耐心，非常感谢,视频咨询,2025-06-23,非常满意,非常满意,一般,5.0
176,17,白***1,非常满意，非常满意,视频咨询,2025-06-17,非常满意,非常满意,满意,5.0
177,17,u***x,医生挺厉害，根据皮肤判断孩子有鼻炎哮喘,视频咨询,2025-04-30,非常满意,非常满意,满意,5.0
178,17,j***l,用药后效果立竿见影，金医生医术高明,视频咨询,2025-04-06,非常满意,非常满意,非常满意,5.0
179,17,t***7,很好的医生，问诊详细，解释细致！,视频咨询,2025-03-21,非常满意,非常满意,一般,5.0
180,17,大***h,医生很不错,视频咨询,2025-02-14,非常满意,非常满意,非常满意,5.0
181,17,诗***装,医生很有耐心，不上班的时间回复也快。治疗方法很好。,图文咨询,2024-08-14,非常满意,满意,一般,5.0
182,17,7***h,非常好 回复详细也很快,图文咨询,2024-07-27,非常满意,非常满意,一般,5.0
183,17,暂***透,医生很温柔,电话咨询,2024-07-15,非常满意,非常满意,非常满意,5.0
184,17,j***5,金医生看得很准，开的药马上就见效了，非常感谢！,图文咨询,2024-05-28,非常满意,非常满意,满意,5.0
185,17,8***6,医生非常有耐心认真，回复都比较及时，感谢！,图文咨询,2024-05-03,非常满意,非常满意,满意,5.0
186,17,9***y,非常满意，医生态度很好。,图文咨询,2024-04-05,非常满意,非常满意,一般,5.0
187,17,j***r,医生很有效的解决了我的问题 相当满意,图文咨询,2024-02-21,非常满意,满意,一般,5.0
188,17,j***4,金尚霖医生：非常感谢您。我们询问一个老人的问题，金医生耐心介绍医学知识，使我们明白了皮肤方面的问题，医生指导和提醒我们及时就诊，介绍先检查再看结果等！谢谢您！,图文咨询,2024-02-04,非常满意,非常满意,满意,5.0
189,17,哒***3,认真，优秀,图文咨询,2023-12-08,非常满意,非常满意,一般,5.0
190,17,总***朕,白花钱，浪费,图文咨询,2023-12-02,较差,非常满意,非常满意,5.0
191,17,u***g,好像是误诊了,图文咨询,2023-11-30,非常满意,非常满意,满意,4.0
192,17,j***u,开了两种药，只给一个药的药名，是咋回事嘛?,视频咨询,2025-06-29,一般,较差,较差,3.0
193,17,j***9,,视频咨询,2025-07-29,非常满意,非常满意,满意,5.0
194,17,排***糕,,视频咨询,2025-07-22,非常满意,非常满意,非常满意,5.0
195,17,情***终,,视频咨询,2025-07-22,非常满意,非常满意,满意,5.0
196,17,j***0,,视频咨询,2025-07-16,非常满意,非常满意,满意,5.0
197,17,j***8,,视频咨询,2025-07-07,非常满意,非常满意,非常满意,5.0
198,17,j***b,,视频咨询,2025-07-05,非常满意,非常满意,满意,5.0
199,17,u***6,,视频咨询,2025-07-05,非常满意,非常满意,非常满意,5.0
200,17,j***8,,视频咨询,2025-07-05,非常满意,非常满意,一般,5.0
201,17,j***x,,视频咨询,2025-06-21,非常满意,非常满意,非常满意,5.0
202,17,J***7,,视频咨询,2025-06-17,非常满意,非常满意,满意,5.0
203,17,j***M,,图文咨询,2025-06-12,非常满意,非常满意,满意,5.0
204,17,j***m,,视频咨询,2025-06-08,非常满意,非常满意,满意,5.0
205,17,i***君,,视频咨询,2025-06-06,非常满意,非常满意,非常满意,5.0
206,17,j***v,,图文咨询,2025-06-02,非常满意,非常满意,满意,5.0
207,17,王***S,,视频咨询,2025-05-30,非常满意,非常满意,非常满意,5.0
208,17,拾***9,,视频咨询,2025-05-28,非常满意,非常满意,非常满意,5.0
209,17,u***y,,视频咨询,2025-05-27,非常满意,非常满意,满意,5.0
210,17,z***2,,图文咨询,2025-05-20,非常满意,非常满意,满意,5.0
211,17,r***w,,图文咨询,2025-05-19,非常满意,非常满意,满意,5.0
212,17,蓝***n,,视频咨询,2025-05-19,非常满意,非常满意,非常满意,5.0
213,17,j***u,,视频咨询,2025-05-19,非常满意,非常满意,满意,5.0
214,17,1***d,,视频咨询,2025-05-18,非常满意,非常满意,满意,5.0
215,17,公***希,,视频咨询,2025-05-07,非常满意,非常满意,一般,5.0
216,17,沫***了,,视频咨询,2025-05-04,非常满意,非常满意,满意,5.0
217,17,o***v,,视频咨询,2025-04-30,非常满意,非常满意,非常满意,5.0
218,17,王***雨,,视频咨询,2025-04-26,非常满意,非常满意,非常满意,5.0
219,17,C***X,,图文咨询,2025-04-14,非常满意,非常满意,满意,5.0
220,17,j***2,,图文咨询,2025-04-11,非常满意,满意,满意,5.0
221,17,_***-,,图文咨询,2025-04-10,非常满意,非常满意,满意,5.0
222,18,淘***辰,真的佩服医生的诊断，看一眼就可以知道什么病情，祝愿大家都可以找到这么好的医生,图文咨询,2025-06-12,非常满意,非常满意,一般,5.0
223,18,j***s,五星好评！,图文咨询,2024-12-09,非常满意,非常满意,一般,5.0
224,18,u***p,没有任何有用收获。,图文咨询,2025-04-18,非常差,非常差,非常差,1.0
225,18,j***2,,图文咨询,2025-07-17,非常满意,非常满意,非常满意,5.0
226,18,C***I,,图文咨询,2025-06-30,满意,非常满意,满意,5.0
227,19,j***e,非常感谢王英医生对病情的讲解与诊疗，非常感谢非常感谢,电话咨询,2024-01-22,非常满意,非常满意,非常满意,5.0
228,19,j***u,王教授对我腿上皮肤感染治疗的非常好！能在百忙中挤出时间来回复我的问诊，让我及时无误的用药。谢谢王教授。,图文咨询,2023-12-06,非常满意,非常满意,非常满意,5.0
229,19,j***w,通过王大夫医治，解决了困扰我多年的烦恼，再次感受到医生这个职业的崇高,图文咨询,2023-05-06,非常满意,非常满意,非常满意,5.0
230,19,u***q,回复速度太慢了，其他不错,图文咨询,2024-01-19,非常差,满意,满意,4.0
231,19,u***f,,图文咨询,2025-02-18,非常满意,非常满意,一般,5.0
232,20,,,,,,,,
233,21,懒***巾,很专业回复很快，谢谢医生,图文咨询,2025-01-21,,非常满意,非常满意,5.0
234,22,w***z,医生诊断清晰，沟通顺畅明确，期待药效,图文咨询,2025-01-19,非常满意,非常满意,非常满意,5.0
235,22,j***8,医生非常耐心,图文咨询,2024-05-16,非常满意,非常满意,满意,5.0
236,22,j***6,无医德。,图文咨询,2024-05-09,一般,较差,满意,3.0
237,22,1***6,没有切实的看病,图文咨询,2025-05-09,非常差,非常差,非常差,1.0
238,22,j***d,不值得,图文咨询,2025-03-05,非常差,非常差,非常差,1.0
239,23,,,,,,,,
240,24,6***a,就回复了一路，再也没回复,图文咨询,2024-03-30,非常差,非常差,非常差,1.0
241,24,j***c,,电话咨询,2024-06-06,非常满意,非常满意,满意,5.0
242,25,不***字,,图文咨询,2024-12-11,非常满意,非常满意,满意,5.0
243,25,唯***者,,图文咨询,2024-12-04,非常满意,非常满意,满意,5.0
244,25,微***陵,,图文咨询,2024-12-01,非常满意,非常满意,非常满意,5.0
245,25,Q***M,,图文咨询,2024-12-01,非常满意,非常满意,非常满意,5.0
246,25,丁***耐,,图文咨询,2024-11-29,非常满意,非常满意,非常满意,5.0
247,25,j***i,,图文咨询,2024-11-27,非常满意,满意,一般,5.0
248,25,j***6,,图文咨询,2024-11-26,非常满意,非常满意,非常满意,5.0
249,25,j***r,,图文咨询,2024-08-20,满意,满意,非常满意,4.0
250,26,j***6,,图文咨询,2025-05-15,非常满意,非常满意,满意,5.0
251,26,j***6,,图文咨询,2025-01-06,非常满意,非常满意,非常满意,5.0
252,26,j***u,,图文咨询,2024-12-19,非常满意,非常满意,一般,5.0
253,26,j***6,,图文咨询,2024-12-07,非常满意,非常满意,满意,5.0
254,26,j***u,,图文咨询,2024-11-21,非常满意,非常满意,满意,5.0
